分拣中心,日期,小时,货量
SC25,2023-12-29,16,1785
SC25,2023-12-29,17,2388
SC25,2023-12-29,18,2623
SC25,2023-12-29,19,3786
SC25,2023-12-29,20,4547
SC25,2023-12-29,21,4710
SC25,2023-12-29,22,4738
SC25,2023-12-29,23,4235
SC25,2023-12-30,0,3502
SC25,2023-12-30,1,1758
SC25,2023-12-30,2,1083
SC25,2023-12-30,3,1275
SC25,2023-12-30,4,1327
SC25,2023-12-30,5,292
SC25,2023-12-30,6,85
SC25,2023-12-30,7,351
SC25,2023-12-30,8,616
SC25,2023-12-30,9,605
SC25,2023-12-30,10,667
SC25,2023-12-30,11,696
SC25,2023-12-30,12,950
SC25,2023-12-30,13,1729
SC25,2023-12-30,14,1490
SC25,2023-12-30,15,1503
SC25,2023-12-30,16,1786
SC25,2023-12-30,17,2389
SC25,2023-12-30,18,2624
SC25,2023-12-30,19,3787
SC25,2023-12-30,20,4549
SC25,2023-12-30,21,4711
SC25,2023-12-30,22,4739
SC25,2023-12-30,23,4237
SC26,2023-12-1,0,0
SC26,2023-12-1,1,1
SC26,2023-12-1,2,28
SC26,2023-12-1,3,27
SC26,2023-12-1,4,23
SC26,2023-12-1,5,45
SC26,2023-12-1,6,33
SC26,2023-12-1,7,294
SC26,2023-12-1,8,486
SC26,2023-12-1,9,466
SC26,2023-12-1,10,429
SC26,2023-12-1,11,177
SC26,2023-12-1,12,202
SC26,2023-12-1,13,363
SC26,2023-12-1,14,362
SC26,2023-12-1,15,300
SC26,2023-12-1,16,320
SC26,2023-12-1,17,347
SC26,2023-12-1,18,341
SC26,2023-12-1,19,34
SC26,2023-12-1,21,2
SC26,2023-12-2,0,0
SC26,2023-12-2,1,1
SC26,2023-12-2,2,28
SC26,2023-12-2,3,32
SC26,2023-12-2,4,27
SC26,2023-12-2,5,53
SC26,2023-12-2,6,39
SC26,2023-12-2,7,344
SC26,2023-12-2,8,569
SC26,2023-12-2,9,547
SC26,2023-12-2,10,503
SC26,2023-12-2,11,208
SC26,2023-12-2,12,237
SC26,2023-12-2,13,425
SC26,2023-12-2,14,424
SC26,2023-12-2,15,352
SC26,2023-12-2,16,375
SC26,2023-12-2,17,407
SC26,2023-12-2,18,400
SC26,2023-12-2,19,40
SC26,2023-12-2,22,0
SC26,2023-12-2,23,0
SC26,2023-12-3,0,0
SC26,2023-12-3,1,2
SC26,2023-12-3,2,33
SC26,2023-12-3,3,32
SC26,2023-12-3,4,27
SC26,2023-12-3,5,52
SC26,2023-12-3,6,38
SC26,2023-12-3,7,337
SC26,2023-12-3,8,558
SC26,2023-12-3,9,536
SC26,2023-12-3,10,493
SC26,2023-12-3,11,204
SC26,2023-12-3,12,233
SC26,2023-12-3,13,417
SC26,2023-12-3,14,416
SC26,2023-12-3,15,345
SC26,2023-12-3,16,368
SC26,2023-12-3,17,399
SC26,2023-12-3,18,392
SC26,2023-12-3,19,39
SC26,2023-12-3,21,2
SC26,2023-12-3,22,0
SC26,2023-12-3,23,0
SC26,2023-12-4,0,0
SC26,2023-12-4,1,2
SC26,2023-12-4,2,32
SC26,2023-12-4,3,31
SC26,2023-12-4,4,27
SC26,2023-12-4,5,52
SC26,2023-12-4,6,39
SC26,2023-12-4,7,344
SC26,2023-12-4,8,570
SC26,2023-12-4,9,547
SC26,2023-12-4,10,503
SC26,2023-12-4,11,208
SC26,2023-12-4,12,238
SC26,2023-12-4,13,426
SC26,2023-12-4,14,425
SC26,2023-12-4,15,352
SC26,2023-12-4,16,376
SC26,2023-12-4,17,407
SC26,2023-12-4,18,400
SC26,2023-12-4,19,40
SC26,2023-12-4,20,12
SC26,2023-12-4,21,2
SC26,2023-12-4,22,0
SC26,2023-12-4,23,0
SC26,2023-12-5,0,0
SC26,2023-12-5,1,2
SC26,2023-12-5,2,33
SC26,2023-12-5,3,32
SC26,2023-12-5,4,27
SC26,2023-12-5,5,53
SC26,2023-12-5,6,38
SC26,2023-12-5,7,334
SC26,2023-12-5,8,552
SC26,2023-12-5,9,531
SC26,2023-12-5,10,488
SC26,2023-12-5,11,202
SC26,2023-12-5,12,230
SC26,2023-12-5,13,413
SC26,2023-12-5,14,412
SC26,2023-12-5,15,341
SC26,2023-12-5,16,364
SC26,2023-12-5,17,395
SC26,2023-12-5,18,388
SC26,2023-12-5,19,39
SC26,2023-12-5,20,11
SC26,2023-12-5,21,2
SC26,2023-12-5,22,0
SC26,2023-12-5,23,0
SC26,2023-12-6,0,0
SC26,2023-12-6,1,2
SC26,2023-12-6,2,32
SC26,2023-12-6,3,31
SC26,2023-12-6,4,26
SC26,2023-12-6,5,51
SC26,2023-12-6,6,37
SC26,2023-12-6,7,330
SC26,2023-12-6,8,547
SC26,2023-12-6,9,525
SC26,2023-12-6,10,483
SC26,2023-12-6,11,200
SC26,2023-12-6,12,228
SC26,2023-12-6,13,408
SC26,2023-12-6,14,408
SC26,2023-12-6,15,338
SC26,2023-12-6,16,360
SC26,2023-12-6,17,390
SC26,2023-12-6,18,384
SC26,2023-12-6,19,39
SC26,2023-12-6,20,11
SC26,2023-12-6,21,2
SC26,2023-12-6,22,0
SC26,2023-12-6,23,0
SC26,2023-12-7,0,0
SC26,2023-12-7,1,1
SC26,2023-12-7,2,32
SC26,2023-12-7,3,31
SC26,2023-12-7,4,26
SC26,2023-12-7,5,51
SC26,2023-12-7,6,36
SC26,2023-12-7,7,319
SC26,2023-12-7,8,528
SC26,2023-12-7,9,507
SC26,2023-12-7,10,466
SC26,2023-12-7,11,193
SC26,2023-12-7,12,220
SC26,2023-12-7,13,394
SC26,2023-12-7,14,393
SC26,2023-12-7,15,326
SC26,2023-12-7,16,348
SC26,2023-12-7,17,377
SC26,2023-12-7,18,371
SC26,2023-12-7,19,37
SC26,2023-12-7,20,11
SC26,2023-12-7,20,11
SC26,2023-12-7,21,2
SC26,2023-12-7,22,0
SC26,2023-12-7,23,0
SC26,2023-12-8,0,0
SC26,2023-12-8,1,1
SC26,2023-12-8,2,31
SC26,2023-12-8,3,30
SC26,2023-12-8,4,25
SC26,2023-12-8,5,49
SC26,2023-12-8,6,36
SC26,2023-12-8,7,320
SC26,2023-12-8,8,530
SC26,2023-12-8,9,509
SC26,2023-12-8,10,468
SC26,2023-12-8,11,194
SC26,2023-12-8,12,221
SC26,2023-12-8,13,396
SC26,2023-12-8,14,395
SC26,2023-12-8,15,328
SC26,2023-12-8,16,350
SC26,2023-12-8,17,379
SC26,2023-12-8,18,373
SC26,2023-12-8,19,37
SC26,2023-12-8,20,11
SC26,2023-12-8,21,2
SC26,2023-12-8,22,0
SC26,2023-12-8,23,0
SC26,2023-12-9,0,0
SC26,2023-12-9,1,1
SC26,2023-12-9,2,31
SC26,2023-12-9,3,30
SC26,2023-12-9,4,25
SC26,2023-12-9,5,50
SC26,2023-12-9,6,37
SC26,2023-12-9,7,328
SC26,2023-12-9,8,543
SC26,2023-12-9,9,522
SC26,2023-12-9,10,480
SC26,2023-12-9,11,198
SC26,2023-12-9,12,226
SC26,2023-12-9,13,406
SC26,2023-12-9,14,405
SC26,2023-12-9,15,336
SC26,2023-12-9,16,358
SC26,2023-12-9,17,388
SC26,2023-12-9,18,382
SC26,2023-12-9,19,38
SC26,2023-12-9,21,2
SC26,2023-12-9,22,0
SC26,2023-12-9,23,0
SC26,2023-12-10,0,0
SC26,2023-12-10,1,1
SC26,2023-12-10,2,31
SC26,2023-12-10,3,31
SC26,2023-12-10,4,26
SC26,2023-12-10,5,50
SC26,2023-12-10,6,36
SC26,2023-12-10,7,321
SC26,2023-12-10,8,531
SC26,2023-12-10,9,510
SC26,2023-12-10,10,469
SC26,2023-12-10,11,194
SC26,2023-12-10,12,221
SC26,2023-12-10,13,397
SC26,2023-12-10,14,396
SC26,2023-12-10,15,328
SC26,2023-12-10,16,350
SC26,2023-12-10,17,379
SC26,2023-12-10,18,373
SC26,2023-12-10,19,37
SC26,2023-12-10,20,11
SC26,2023-12-10,22,0
SC26,2023-12-10,23,0
SC26,2023-12-11,0,0
SC26,2023-12-11,1,1
SC26,2023-12-11,2,31
SC26,2023-12-11,3,30
SC26,2023-12-11,4,25
SC26,2023-12-11,5,49
SC26,2023-12-11,6,36
SC26,2023-12-11,7,324
SC26,2023-12-11,8,536
SC26,2023-12-11,9,515
SC26,2023-12-11,10,473
SC26,2023-12-11,11,196
SC26,2023-12-11,12,224
SC26,2023-12-11,13,401
SC26,2023-12-11,14,400
SC26,2023-12-11,15,331
SC26,2023-12-11,16,354
SC26,2023-12-11,17,383
SC26,2023-12-11,18,377
SC26,2023-12-11,19,38
SC26,2023-12-11,20,11
SC26,2023-12-11,20,11
SC26,2023-12-11,21,2
SC26,2023-12-11,21,2
SC26,2023-12-11,22,0
SC26,2023-12-11,22,0
SC26,2023-12-11,23,0
SC26,2023-12-11,23,0
SC26,2023-12-12,0,0
SC26,2023-12-12,1,1
SC26,2023-12-12,2,31
SC26,2023-12-12,3,35
SC26,2023-12-12,4,29
SC26,2023-12-12,5,57
SC26,2023-12-12,6,42
SC26,2023-12-12,7,373
SC26,2023-12-12,8,617
SC26,2023-12-12,9,592
SC26,2023-12-12,10,545
SC26,2023-12-12,11,225
SC26,2023-12-12,12,257
SC26,2023-12-12,13,461
SC26,2023-12-12,14,460
SC26,2023-12-12,15,381
SC26,2023-12-12,16,407
SC26,2023-12-12,17,441
SC26,2023-12-12,18,433
SC26,2023-12-12,19,44
SC26,2023-12-13,0,0
SC26,2023-12-13,1,2
SC26,2023-12-13,2,36
SC26,2023-12-13,3,35
SC26,2023-12-13,4,29
SC26,2023-12-13,5,57
SC26,2023-12-13,6,42
SC26,2023-12-13,7,390
SC26,2023-12-13,8,646
SC26,2023-12-13,9,620
SC26,2023-12-13,10,570
SC26,2023-12-13,11,236
SC26,2023-12-13,12,269
SC26,2023-12-13,13,482
SC26,2023-12-13,14,481
SC26,2023-12-13,15,399
SC26,2023-12-13,16,426
SC26,2023-12-13,17,461
SC26,2023-12-13,18,454
SC26,2023-12-13,19,46
SC26,2023-12-13,20,13
SC26,2023-12-13,21,2
SC26,2023-12-13,22,0
SC26,2023-12-13,23,0
SC26,2023-12-14,0,0
SC26,2023-12-14,1,2
SC26,2023-12-14,2,37
SC26,2023-12-14,3,36
SC26,2023-12-14,4,31
SC26,2023-12-14,5,60
SC26,2023-12-14,6,44
SC26,2023-12-14,7,366
SC26,2023-12-14,8,605
SC26,2023-12-14,9,581
SC26,2023-12-14,10,534
SC26,2023-12-14,11,221
SC26,2023-12-14,12,252
SC26,2023-12-14,13,452
SC26,2023-12-14,14,451
SC26,2023-12-14,15,374
SC26,2023-12-14,16,399
SC26,2023-12-14,17,432
SC26,2023-12-14,18,425
SC26,2023-12-14,19,43
SC26,2023-12-14,20,12
SC26,2023-12-14,20,12
SC26,2023-12-14,21,2
SC26,2023-12-14,22,0
SC26,2023-12-14,23,0
SC26,2023-12-15,0,0
SC26,2023-12-15,1,2
SC26,2023-12-15,2,35
SC26,2023-12-15,3,34
SC26,2023-12-15,4,29
SC26,2023-12-15,5,56
SC26,2023-12-15,6,39
SC26,2023-12-15,7,347
SC26,2023-12-15,8,574
SC26,2023-12-15,9,551
SC26,2023-12-15,10,507
SC26,2023-12-15,11,210
SC26,2023-12-15,12,239
SC26,2023-12-15,13,429
SC26,2023-12-15,14,428
SC26,2023-12-15,15,355
SC26,2023-12-15,16,379
SC26,2023-12-15,17,410
SC26,2023-12-15,18,403
SC26,2023-12-15,19,41
SC26,2023-12-15,21,2
SC26,2023-12-15,22,0
SC26,2023-12-15,23,0
SC26,2023-12-16,0,0
SC26,2023-12-16,1,2
SC26,2023-12-16,2,33
SC26,2023-12-16,3,32
SC26,2023-12-16,4,27
SC26,2023-12-16,5,53
SC26,2023-12-16,6,39
SC26,2023-12-16,7,320
SC26,2023-12-16,8,530
SC26,2023-12-16,9,509
SC26,2023-12-16,10,468
SC26,2023-12-16,11,194
SC26,2023-12-16,12,221
SC26,2023-12-16,13,396
SC26,2023-12-16,14,395
SC26,2023-12-16,15,328
SC26,2023-12-16,16,350
SC26,2023-12-16,17,379
SC26,2023-12-16,18,373
SC26,2023-12-16,19,37
SC26,2023-12-16,20,11
SC26,2023-12-16,21,2
SC26,2023-12-16,22,0
SC26,2023-12-16,23,0
SC26,2023-12-17,0,0
SC26,2023-12-17,1,1
SC26,2023-12-17,2,31
SC26,2023-12-17,3,30
SC26,2023-12-17,4,25
SC26,2023-12-17,5,49
SC26,2023-12-17,6,36
SC26,2023-12-17,7,293
SC26,2023-12-17,8,484
SC26,2023-12-17,9,465
SC26,2023-12-17,10,427
SC26,2023-12-17,11,177
SC26,2023-12-17,12,202
SC26,2023-12-17,13,362
SC26,2023-12-17,14,361
SC26,2023-12-17,15,299
SC26,2023-12-17,16,319
SC26,2023-12-17,17,346
SC26,2023-12-17,18,340
SC26,2023-12-17,19,34
SC26,2023-12-17,20,10
SC26,2023-12-17,20,10
SC26,2023-12-17,21,2
SC26,2023-12-17,21,2
SC26,2023-12-17,22,0
SC26,2023-12-17,23,0
SC26,2023-12-18,0,0
SC26,2023-12-18,1,1
SC26,2023-12-18,2,28
SC26,2023-12-18,3,27
SC26,2023-12-18,4,23
SC26,2023-12-18,5,45
SC26,2023-12-18,6,33
SC26,2023-12-18,7,292
SC26,2023-12-18,8,483
SC26,2023-12-18,9,464
SC26,2023-12-18,10,427
SC26,2023-12-18,11,177
SC26,2023-12-18,12,201
SC26,2023-12-18,13,361
SC26,2023-12-18,14,360
SC26,2023-12-18,15,299
SC26,2023-12-18,16,319
SC26,2023-12-18,17,345
SC26,2023-12-18,18,340
SC26,2023-12-18,19,34
SC26,2023-12-18,22,0
SC26,2023-12-18,23,0
SC26,2023-12-19,0,0
SC26,2023-12-19,1,1
SC26,2023-12-19,2,28
SC26,2023-12-19,3,27
SC26,2023-12-19,4,23
SC26,2023-12-19,5,45
SC26,2023-12-19,6,33
SC26,2023-12-19,7,287
SC26,2023-12-19,8,475
SC26,2023-12-19,9,456
SC26,2023-12-19,10,419
SC26,2023-12-19,11,173
SC26,2023-12-19,12,198
SC26,2023-12-19,13,355
SC26,2023-12-19,14,354
SC26,2023-12-19,15,294
SC26,2023-12-19,16,313
SC26,2023-12-19,17,339
SC26,2023-12-19,18,334
SC26,2023-12-19,19,34
SC26,2023-12-19,20,10
SC26,2023-12-19,20,10
SC26,2023-12-19,21,2
SC26,2023-12-19,21,2
SC26,2023-12-19,22,0
SC26,2023-12-19,23,0
SC26,2023-12-20,0,0
SC26,2023-12-20,1,1
SC26,2023-12-20,2,27
SC26,2023-12-20,3,27
SC26,2023-12-20,4,23
SC26,2023-12-20,5,41
SC26,2023-12-20,6,30
SC26,2023-12-20,7,270
SC26,2023-12-20,8,447
SC26,2023-12-20,9,429
SC26,2023-12-20,10,395
SC26,2023-12-20,11,163
SC26,2023-12-20,12,186
SC26,2023-12-20,13,334
SC26,2023-12-20,14,333
SC26,2023-12-20,15,276
SC26,2023-12-20,16,295
SC26,2023-12-20,17,319
SC26,2023-12-20,18,314
SC26,2023-12-20,19,32
SC26,2023-12-20,20,9
SC26,2023-12-20,20,9
SC26,2023-12-20,21,2
SC26,2023-12-20,22,0
SC26,2023-12-20,22,0
SC26,2023-12-20,23,0
SC26,2023-12-20,23,0
SC26,2023-12-21,0,0
SC26,2023-12-21,1,1
SC26,2023-12-21,2,26
SC26,2023-12-21,3,25
SC26,2023-12-21,4,22
SC26,2023-12-21,5,42
SC26,2023-12-21,6,31
SC26,2023-12-21,7,274
SC26,2023-12-21,8,452
SC26,2023-12-21,9,435
SC26,2023-12-21,10,400
SC26,2023-12-21,11,165
SC26,2023-12-21,12,189
SC26,2023-12-21,13,338
SC26,2023-12-21,14,337
SC26,2023-12-21,15,280
SC26,2023-12-21,16,298
SC26,2023-12-21,17,323
SC26,2023-12-21,18,318
SC26,2023-12-21,19,32
SC26,2023-12-21,20,9
SC26,2023-12-21,21,2
SC26,2023-12-21,21,2
SC26,2023-12-22,0,0
SC26,2023-12-22,1,1
SC26,2023-12-22,2,26
SC26,2023-12-22,3,26
SC26,2023-12-22,4,22
SC26,2023-12-22,5,42
SC26,2023-12-22,6,31
SC26,2023-12-22,7,277
SC26,2023-12-22,8,458
SC26,2023-12-22,9,439
SC26,2023-12-22,10,404
SC26,2023-12-22,11,167
SC26,2023-12-22,12,191
SC26,2023-12-22,13,342
SC26,2023-12-22,14,341
SC26,2023-12-22,15,283
SC26,2023-12-22,16,302
SC26,2023-12-22,17,327
SC26,2023-12-22,18,322
SC26,2023-12-22,19,32
SC26,2023-12-22,20,9
SC26,2023-12-22,21,2
SC26,2023-12-22,22,0
SC26,2023-12-22,23,0
SC26,2023-12-23,0,0
SC26,2023-12-23,1,1
SC26,2023-12-23,2,26
SC26,2023-12-23,3,26
SC26,2023-12-23,4,22
SC26,2023-12-23,5,42
SC26,2023-12-23,6,31
SC26,2023-12-23,7,276
SC26,2023-12-23,8,457
SC26,2023-12-23,9,439
SC26,2023-12-23,10,404
SC26,2023-12-23,11,167
SC26,2023-12-23,12,191
SC26,2023-12-23,13,342
SC26,2023-12-23,14,341
SC26,2023-12-23,15,283
SC26,2023-12-23,16,302
SC26,2023-12-23,17,327
SC26,2023-12-23,18,321
SC26,2023-12-23,19,32
SC26,2023-12-23,20,9
SC26,2023-12-23,21,2
SC26,2023-12-23,22,0
SC26,2023-12-23,23,0
SC26,2023-12-24,0,0
SC26,2023-12-24,1,1
SC26,2023-12-24,2,26
SC26,2023-12-24,3,26
SC26,2023-12-24,4,22
SC26,2023-12-24,5,43
SC26,2023-12-24,6,32
SC26,2023-12-24,7,280
SC26,2023-12-24,8,464
SC26,2023-12-24,9,445
SC26,2023-12-24,10,409
SC26,2023-12-24,11,169
SC26,2023-12-24,12,193
SC26,2023-12-24,13,346
SC26,2023-12-24,14,346
SC26,2023-12-24,15,287
SC26,2023-12-24,16,306
SC26,2023-12-24,17,331
SC26,2023-12-24,18,326
SC26,2023-12-24,19,33
SC26,2023-12-24,20,9
SC26,2023-12-24,21,2
SC26,2023-12-24,22,0
SC26,2023-12-24,23,0
SC26,2023-12-25,0,0
SC26,2023-12-25,1,1
SC26,2023-12-25,2,27
SC26,2023-12-25,3,27
SC26,2023-12-25,4,23
SC26,2023-12-25,5,45
SC26,2023-12-25,6,33
SC26,2023-12-25,7,291
SC26,2023-12-25,8,481
SC26,2023-12-25,9,462
SC26,2023-12-25,10,425
SC26,2023-12-25,11,176
SC26,2023-12-25,12,200
SC26,2023-12-25,13,359
SC26,2023-12-25,14,359
SC26,2023-12-25,15,297
SC26,2023-12-25,16,317
SC26,2023-12-25,17,343
SC26,2023-12-25,18,338
SC26,2023-12-25,19,34
SC26,2023-12-25,22,0
SC26,2023-12-25,23,0
SC26,2023-12-26,0,0
SC26,2023-12-26,1,1
SC26,2023-12-26,2,28
SC26,2023-12-26,3,27
SC26,2023-12-26,4,23
SC26,2023-12-26,5,44
SC26,2023-12-26,6,32
SC26,2023-12-26,7,288
SC26,2023-12-26,8,477
SC26,2023-12-26,9,458
SC26,2023-12-26,10,421
SC26,2023-12-26,11,174
SC26,2023-12-26,12,199
SC26,2023-12-26,13,356
SC26,2023-12-26,14,356
SC26,2023-12-26,15,295
SC26,2023-12-26,16,315
SC26,2023-12-26,17,341
SC26,2023-12-26,18,335
SC26,2023-12-26,19,34
SC26,2023-12-26,20,10
SC26,2023-12-26,21,2
SC26,2023-12-26,22,0
SC26,2023-12-26,23,0
SC26,2023-12-27,0,0
SC26,2023-12-27,1,1
SC26,2023-12-27,2,28
SC26,2023-12-27,3,27
SC26,2023-12-27,4,23
SC26,2023-12-27,5,44
SC26,2023-12-27,6,32
SC26,2023-12-27,7,284
SC26,2023-12-27,8,471
SC26,2023-12-27,9,452
SC26,2023-12-27,10,415
SC26,2023-12-27,11,172
SC26,2023-12-27,12,196
SC26,2023-12-27,13,352
SC26,2023-12-27,14,351
SC26,2023-12-27,15,291
SC26,2023-12-27,16,310
SC26,2023-12-27,17,336
SC26,2023-12-27,18,331
SC26,2023-12-27,19,33
SC26,2023-12-27,20,10
SC26,2023-12-27,20,10
SC26,2023-12-27,21,2
SC26,2023-12-27,21,2
SC26,2023-12-27,22,0
SC26,2023-12-27,23,0
SC26,2023-12-28,0,0
SC26,2023-12-28,1,1
SC26,2023-12-28,2,27
SC26,2023-12-28,3,27
SC26,2023-12-28,4,23
SC26,2023-12-28,5,45
SC26,2023-12-28,6,33
SC26,2023-12-28,7,291
SC26,2023-12-28,8,482
SC26,2023-12-28,9,463
SC26,2023-12-28,10,425
SC26,2023-12-28,11,176
SC26,2023-12-28,12,201
SC26,2023-12-28,13,360
SC26,2023-12-28,14,359
SC26,2023-12-28,15,298
SC26,2023-12-28,16,318
SC26,2023-12-28,17,344
SC26,2023-12-28,18,339
SC26,2023-12-28,19,34
SC26,2023-12-28,20,10
SC26,2023-12-28,21,2
SC26,2023-12-28,22,0
SC26,2023-12-28,23,0
SC26,2023-12-29,0,0
SC26,2023-12-29,1,1
SC26,2023-12-29,2,28
SC26,2023-12-29,3,27
SC26,2023-12-29,4,23
SC26,2023-12-29,5,45
SC26,2023-12-29,6,33
SC26,2023-12-29,7,292
SC26,2023-12-29,8,484
SC26,2023-12-29,9,464
SC26,2023-12-29,10,427
SC26,2023-12-29,11,177
SC26,2023-12-29,12,202
SC26,2023-12-29,13,361
SC26,2023-12-29,14,361
SC26,2023-12-29,15,299
SC26,2023-12-29,16,319
SC26,2023-12-29,17,345
SC26,2023-12-29,18,340
SC26,2023-12-29,19,34
SC26,2023-12-29,20,10
SC26,2023-12-29,22,0
SC26,2023-12-29,23,0
SC26,2023-12-30,0,0
SC26,2023-12-30,1,1
SC26,2023-12-30,2,28
SC26,2023-12-30,3,27
SC26,2023-12-30,4,23
SC26,2023-12-30,5,44
SC26,2023-12-30,6,32
SC26,2023-12-30,7,289
SC26,2023-12-30,8,478
SC26,2023-12-30,9,459
SC26,2023-12-30,10,422
SC26,2023-12-30,11,174
SC26,2023-12-30,12,199
SC26,2023-12-30,13,357
SC26,2023-12-30,14,356
SC26,2023-12-30,15,295
SC26,2023-12-30,16,315
SC26,2023-12-30,17,341
SC26,2023-12-30,18,336
SC26,2023-12-30,19,34
SC26,2023-12-30,20,10
SC26,2023-12-30,21,2
SC26,2023-12-30,22,0
SC26,2023-12-30,23,0
SC27,2023-12-1,0,69
SC27,2023-12-1,1,17
SC27,2023-12-1,2,15
SC27,2023-12-1,3,16
SC27,2023-12-1,4,19
SC27,2023-12-1,5,17
SC27,2023-12-1,6,19
SC27,2023-12-1,7,27
SC27,2023-12-1,8,150
SC27,2023-12-1,9,142
SC27,2023-12-1,10,282
SC27,2023-12-1,11,377
SC27,2023-12-1,12,68
SC27,2023-12-1,13,201
SC27,2023-12-1,14,232
SC27,2023-12-1,15,217
SC27,2023-12-1,16,206
SC27,2023-12-1,17,39
SC27,2023-12-1,18,294
SC27,2023-12-1,19,440
SC27,2023-12-1,20,266
SC27,2023-12-1,20,266
SC27,2023-12-1,21,300
SC27,2023-12-1,21,300
SC27,2023-12-1,22,318
SC27,2023-12-1,22,318
SC27,2023-12-1,23,486
SC27,2023-12-1,23,486
SC27,2023-12-2,0,101
SC27,2023-12-2,1,26
SC27,2023-12-2,2,23
SC27,2023-12-2,3,23
SC27,2023-12-2,4,27
SC27,2023-12-2,5,25
SC27,2023-12-2,6,28
SC27,2023-12-2,7,39
SC27,2023-12-2,8,218
SC27,2023-12-2,9,206
SC27,2023-12-2,10,410
SC27,2023-12-2,11,549
SC27,2023-12-2,12,99
SC27,2023-12-2,13,292
SC27,2023-12-2,14,337
SC27,2023-12-2,15,315
SC27,2023-12-2,16,299
SC27,2023-12-2,17,56
SC27,2023-12-2,18,427
SC27,2023-12-2,19,639
SC27,2023-12-2,20,386
SC27,2023-12-2,21,435
SC27,2023-12-2,22,462
SC27,2023-12-2,23,707
SC27,2023-12-3,0,109
SC27,2023-12-3,1,28
SC27,2023-12-3,2,25
SC27,2023-12-3,3,25
SC27,2023-12-3,4,29
SC27,2023-12-3,5,27
SC27,2023-12-3,6,30
SC27,2023-12-3,7,43
SC27,2023-12-3,8,236
SC27,2023-12-3,9,223
SC27,2023-12-3,10,445
SC27,2023-12-3,11,595
SC27,2023-12-3,12,107
SC27,2023-12-3,13,317
SC27,2023-12-3,14,365
SC27,2023-12-3,15,341
SC27,2023-12-3,16,324
SC27,2023-12-3,17,61
SC27,2023-12-3,18,462
SC27,2023-12-3,19,693
SC27,2023-12-3,20,419
SC27,2023-12-3,21,472
SC27,2023-12-3,22,501
SC27,2023-12-3,23,766
SC27,2023-12-4,0,109
SC27,2023-12-4,1,28
SC27,2023-12-4,2,25
SC27,2023-12-4,3,25
SC27,2023-12-4,4,29
SC27,2023-12-4,5,27
SC27,2023-12-4,6,30
SC27,2023-12-4,7,43
SC27,2023-12-4,8,236
SC27,2023-12-4,9,223
SC27,2023-12-4,10,444
SC27,2023-12-4,11,593
SC27,2023-12-4,12,107
SC27,2023-12-4,13,316
SC27,2023-12-4,14,364
SC27,2023-12-4,15,341
SC27,2023-12-4,16,324
SC27,2023-12-4,17,61
SC27,2023-12-4,18,461
SC27,2023-12-4,19,692
SC27,2023-12-4,20,418
SC27,2023-12-4,21,471
SC27,2023-12-4,22,500
SC27,2023-12-4,23,765
SC27,2023-12-5,0,101
SC27,2023-12-5,1,26
SC27,2023-12-5,2,23
SC27,2023-12-5,3,23
SC27,2023-12-5,4,27
SC27,2023-12-5,5,25
SC27,2023-12-5,6,28
SC27,2023-12-5,7,39
SC27,2023-12-5,8,218
SC27,2023-12-5,9,206
SC27,2023-12-5,10,410
SC27,2023-12-5,11,549
SC27,2023-12-5,12,99
SC27,2023-12-5,13,292
SC27,2023-12-5,14,337
SC27,2023-12-5,15,315
SC27,2023-12-5,16,299
SC27,2023-12-5,17,56
SC27,2023-12-5,18,427
SC27,2023-12-5,19,639
SC27,2023-12-5,20,386
SC27,2023-12-5,21,435
SC27,2023-12-5,22,463
SC27,2023-12-5,23,707
SC27,2023-12-6,0,101
SC27,2023-12-6,1,26
SC27,2023-12-6,2,23
SC27,2023-12-6,3,23
SC27,2023-12-6,4,27
SC27,2023-12-6,5,25
SC27,2023-12-6,6,28
SC27,2023-12-6,7,40
SC27,2023-12-6,8,219
SC27,2023-12-6,9,207
SC27,2023-12-6,10,413
SC27,2023-12-6,11,552
SC27,2023-12-6,12,99
SC27,2023-12-6,13,294
SC27,2023-12-6,14,339
SC27,2023-12-6,15,317
SC27,2023-12-6,16,301
SC27,2023-12-6,17,57
SC27,2023-12-6,18,429
SC27,2023-12-6,19,643
SC27,2023-12-6,20,389
SC27,2023-12-6,21,438
SC27,2023-12-6,22,465
SC27,2023-12-6,23,711
SC27,2023-12-7,0,90
SC27,2023-12-7,1,23
SC27,2023-12-7,2,20
SC27,2023-12-7,3,21
SC27,2023-12-7,4,24
SC27,2023-12-7,5,22
SC27,2023-12-7,6,25
SC27,2023-12-7,7,35
SC27,2023-12-7,8,195
SC27,2023-12-7,9,184
SC27,2023-12-7,10,367
SC27,2023-12-7,11,491
SC27,2023-12-7,12,88
SC27,2023-12-7,13,262
SC27,2023-12-7,14,301
SC27,2023-12-7,15,282
SC27,2023-12-7,16,268
SC27,2023-12-7,17,50
SC27,2023-12-7,18,382
SC27,2023-12-7,19,572
SC27,2023-12-7,20,346
SC27,2023-12-7,21,390
SC27,2023-12-7,22,414
SC27,2023-12-7,23,633
SC27,2023-12-8,0,82
SC27,2023-12-8,1,21
SC27,2023-12-8,2,18
SC27,2023-12-8,3,19
SC27,2023-12-8,4,22
SC27,2023-12-8,5,20
SC27,2023-12-8,6,23
SC27,2023-12-8,7,32
SC27,2023-12-8,8,177
SC27,2023-12-8,9,167
